date,fa_num_rate,fa_Votes_rate,time_Allday,time_Event,time_month,time_Quarter,USD,EUR,GBP,JPY,AUD,CAD,NZD,CNY,CHF,All
2009-06-15,-15.733333333333334,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
2009-06-16,2.718717312790494,0.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
2009-06-17,21.38072023990836,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0
2009-06-18,12.94404761904762,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0
2009-06-19,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
2009-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-22,-1.5262533830308758,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
2009-06-23,-7.954753287423839,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2009-06-24,-75.66428571428573,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
2009-06-25,-4.514105030016903,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2009-06-26,19.946729855551173,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
2009-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-29,5.531784247173737,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2009-06-30,-39.94879487708418,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,2.0,3.0,1.0,0.0,1.0,0.0
2009-07-01,-41.31928648890095,0.0,1.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0
2009-07-02,39.65568230418326,0.0,1.0,0.0,0.0,0.0,8.0,6.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
2009-07-03,16.006330013102023,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2009-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,0.5363613799950364,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2009-07-07,126.22619047619048,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
2009-07-08,8.843139547127912,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0
2009-07-09,1.3224600104868212,0.0,0.0,2.0,0.0,0.0,7.0,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
2009-07-10,-85.77643197172087,0.0,0.0,3.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
2009-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-13,22.4545074920167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2009-07-14,18.503267264308537,0.0,1.0,0.0,0.0,0.0,8.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2009-07-15,1.0327371472510742,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0
2009-07-16,-17.24136915580525,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,3.0,7.0,1.0,0.0
2009-07-17,-4.601167150459603,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2009-07-20,17.699999999999996,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2009-07-21,-0.6417112299465241,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0
2009-07-22,14.130810722458314,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2009-07-23,15.947369884285559,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2009-07-24,17.85586647973903,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-27,1.2221211455178926,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-28,-9.409944366656095,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
2009-07-29,95.06666666666669,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
2009-07-30,43.296013009677935,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
2009-07-31,-4.928848898575646,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-08-03,-18.465055632169875,0.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
2009-08-04,14.340311857272692,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,5.0,0.0,3.0,0.0,1.0,0.0
2009-08-05,-1.269182624593233,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2009-08-06,-22.547602305266597,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0
2009-08-07,15.661139044498597,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
2009-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-10,-10.263064609414354,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-08-11,-4.186791233471302,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,1.0,1.0,0.0,9.0,0.0,0.0
2009-08-12,-23.240918501788066,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
2009-08-13,-77.59523445463813,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
2009-08-14,-9.835843462669938,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0
2009-08-17,6.801936414839641,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2009-08-18,27.888238445503212,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2009-08-19,44.622902701176464,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0
2009-08-20,-26.136228443640977,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
2009-08-21,1.5074955333411926,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2009-08-22,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2009-08-23,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-08-24,43.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2009-08-25,0.670763110801525,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
2009-08-26,-1.9558092149079578,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
2009-08-27,10.325413748869696,0.0,1.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2009-08-28,-2.230248222609674,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0
2009-08-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,-7.941963997484738,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0
2009-09-01,11.858637260939238,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,1.0,6.0,0.0,1.0,2.0,2.0,0.0
2009-09-02,9.667029129114198,0.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-09-03,0.45436023432132977,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
2009-09-04,-25.46298854319245,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0
2009-09-05,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-07,3.081481481481482,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2009-09-08,-201.75438865100176,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0
2009-09-09,-20.139444161884555,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
2009-09-10,129.99377171611064,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0
2009-09-11,2.2857664767455947,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,3.0,0.0,1.0,1.0,9.0,0.0,0.0
2009-09-12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-14,-25.203754066016103,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
2009-09-15,-25.146375430902765,0.0,0.0,0.0,0.0,0.0,11.0,3.0,6.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0
2009-09-16,6.6843007029150305,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
2009-09-17,-11.739854435316847,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0
2009-09-18,27.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-21,4.401925802230835,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
2009-09-22,-98.58488403658404,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0
2009-09-23,-41.491011800286785,0.0,1.0,0.0,7.0,0.0,2.0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2009-09-24,-0.5941226219883721,0.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
2009-09-25,-42.818100541679804,0.0,0.0,2.0,0.0,0.0,6.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
2009-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2009-09-27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-28,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-09-29,-5.356793397296828,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
2009-09-30,4.5285825028031805,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0
2009-10-01,42.02902593100107,0.0,1.0,0.0,0.0,0.0,13.0,9.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0
2009-10-02,-126.39419412181316,0.0,2.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
2009-10-03,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2009-10-04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-10-05,-1.6280883176344292,0.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
2009-10-06,-53.418259419541826,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0
2009-10-07,4.176470588235294,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0
2009-10-08,-46.52316816838241,0.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0
2009-10-09,80.88589981447124,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
2009-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-12,-2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-10-13,18.556765359337398,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0
2009-10-14,-1.2881690318746433,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0
2009-10-15,22.429877616849318,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0
2009-10-16,8.967054111239406,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
2009-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-19,8.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2009-10-20,-64.40465949820788,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
2009-10-21,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2009-10-22,-10.35784643824105,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0
2009-10-23,2.054624713634978,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2009-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-10-26,-6.444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2009-10-27,1.22130416412375,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2009-10-28,3.286090508438139,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
2009-10-29,15.459191910654893,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0
2009-10-30,-37.89652270744363,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0
2009-11-01,0.08226691042047532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2009-11-02,1.1862066160986386,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0
2009-11-03,269.70330609834554,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0
2009-11-04,-11.893017588339656,0.0,1.0,0.0,0.0,0.0,4.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
2009-11-05,3.744121007601085,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0
2009-11-06,-34.22249126355046,0.0,0.0,1.0,0.0,0.0,5.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0
2009-11-07,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-09,10.431451612903224,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2009-11-10,-15.970872508815242,0.0,1.0,0.0,0.0,0.0,4.0,7.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-11-11,12.786396489166867,0.0,3.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0
2009-11-12,-38.339235251650166,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0
2009-11-13,-22.255728359232194,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
2009-11-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-16,-4.394282529065137,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
2009-11-17,-81.01676358890548,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2009-11-18,-5.726793232645366,-1.0000000000000004,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2009-11-19,-0.41666666666666696,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0
2009-11-20,-2.969105691056911,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0
2009-11-23,18.548098680437153,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2009-11-24,7.03899211371677,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
2009-11-25,52.52743417366946,0.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
2009-11-26,-45.70951107715813,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2009-11-27,4.151265871415126,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0
2009-11-30,-31.504952431637413,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0
2009-12-01,-2.422348596424688,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,5.0,0.0,1.0,2.0,2.0,0.0
2009-12-02,-91.3560772919399,0.0,2.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03,-3.9050351479136305,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
2009-12-04,31.136652335352743,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2009-12-05,19.329470198675498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-12-07,134.8017970401691,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2009-12-08,-14.000132378440924,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0
2009-12-09,-6.742279308743767,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0
2009-12-10,20.41089563209578,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,2.0,4.0,1.0,6.0,0.0,3.0,0.0
2009-12-11,18.171089325985967,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0
2009-12-12,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-14,-4.866220735785953,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
2009-12-15,50.197487954130004,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0
2009-12-16,2.9843435207729314,0.0,0.0,0.0,0.0,0.0,6.0,9.0,5.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0
2009-12-17,-3.0167066124147675,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0
2009-12-18,-1.1051587301587302,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-12-21,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
2009-12-22,7.450280710267814,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2009-12-23,-16.76070684187788,0.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2009-12-24,4.002819523426492,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-25,13.731356043322057,0.0,9.0,0.0,0.0,0.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0
2009-12-28,2.382222222222221,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
2009-12-29,0.7793427230046943,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-30,-5.342391304347826,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-31,0.5478260869565218,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.19494584837545173,0.0,11.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
2010-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010-01-04,4.636117903563251,0.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
2010-01-05,11.142334169289533,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2010-01-06,71.93543483200241,0.0,2.0,0.0,0.0,0.0,5.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2010-01-07,-7.512805487826265,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
2010-01-08,221.78057116056434,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0
2010-01-09,8.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010-01-11,8.547790881886991,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
2010-01-12,21.590709728867626,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0
2010-01-13,-9.416666666666666,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-01-14,-160.20608975758466,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
2010-01-15,-15.283628823415945,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
2010-01-18,-0.15384615384615383,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
